i_header,i_label,i_data,title,link,coach_name,id,org,role_1,role_2,role,coach_role,year
Coaching career (HC unless noted),2020–present,Boston College,Boston College Eagles football,/wiki/Boston_College_Eagles_football,Jeff Hafley,Q23016913,Boston College,,,HC,['HC'],"['2020', 'present']"
Coaching career (HC unless noted),1993–1995,Alabama (GA),Alabama Crimson Tide football,/wiki/Alabama_Crimson_Tide_football,Dabo Swinney,Q5207523,Alabama,GA,,GA,['GA'],"['1993', '1995']"
Coaching career (HC unless noted),1993–1995,Alabama (GA),Graduate assistant,/wiki/Graduate_assistant,Dabo Swinney,Q5207523,Alabama,GA,,GA,['GA'],"['1993', '1995']"
Coaching career (HC unless noted),1996,Alabama (WR/TE),,,Dabo Swinney,Q5207523,Alabama,WR/TE,,WR/TE,"['WR', 'TE']",['1996']
Coaching career (HC unless noted),1997,Alabama (TE),,,Dabo Swinney,Q5207523,Alabama,TE,,TE,['TE'],['1997']
Coaching career (HC unless noted),1998–2000,Alabama (WR),,,Dabo Swinney,Q5207523,Alabama,WR,,WR,['WR'],"['1998', '2000']"
Coaching career (HC unless noted),2003–2006,Clemson (WR),Clemson Tigers football,/wiki/Clemson_Tigers_football,Dabo Swinney,Q5207523,Clemson,WR,,WR,['WR'],"['2003', '2006']"
Coaching career (HC unless noted),2007–2008,Clemson (AHC/WR),,,Dabo Swinney,Q5207523,Clemson,AHC/WR,,AHC/WR,"['AHC', 'WR']","['2007', '2008']"
Coaching career (HC unless noted),2008,Clemson (interim HC/OC),Offensive coordinator,/wiki/Offensive_coordinator,Dabo Swinney,Q5207523,Clemson,interim HC/OC,,interim HC/OC,"['interim HC', 'OC']",['2008']
Coaching career (HC unless noted),2009–present,Clemson,,,Dabo Swinney,Q5207523,Clemson,,,HC,['HC'],"['2009', 'present']"
Coaching career (HC unless noted),1999,Stony Brook (GA/ILB),Stony Brook Seawolves football,/wiki/Stony_Brook_Seawolves_football,Mike Elko,Q28363928,Stony Brook,GA/ILB,,GA/ILB,"['GA', 'ILB']",['1999']
Coaching career (HC unless noted),1999,Stony Brook (GA/ILB),Graduate assistant,/wiki/Graduate_assistant,Mike Elko,Q28363928,Stony Brook,GA/ILB,,GA/ILB,"['GA', 'ILB']",['1999']
Coaching career (HC unless noted),2000,Penn (DB),Penn Quakers football,/wiki/Penn_Quakers_football,Mike Elko,Q28363928,Penn,DB,,DB,['DB'],['2000']
Coaching career (HC unless noted),2001,Merchant Marine (DC/DB),Merchant Marine Mariners football,/wiki/Merchant_Marine_Mariners_football,Mike Elko,Q28363928,Merchant Marine,DC/DB,,DC/DB,"['DC', 'DB']",['2001']
Coaching career (HC unless noted),2001,Merchant Marine (DC/DB),Defensive coordinator,/wiki/Defensive_coordinator,Mike Elko,Q28363928,Merchant Marine,DC/DB,,DC/DB,"['DC', 'DB']",['2001']
Coaching career (HC unless noted),2002–2003,Fordham (co-DC / LB),Fordham Rams football,/wiki/Fordham_Rams_football,Mike Elko,Q28363928,Fordham,co-DC / LB,,co-DC / LB,"['co-DC ', ' LB']","['2002', '2003']"
Coaching career (HC unless noted),2004–2005,Richmond (LB/RC),Richmond Spiders football,/wiki/Richmond_Spiders_football,Mike Elko,Q28363928,Richmond,LB/RC,,LB/RC,"['LB', 'RC']","['2004', '2005']"
Coaching career (HC unless noted),2006–2008,Hofstra (AHC/DC/DB/LB),Hofstra Pride football,/wiki/Hofstra_Pride_football,Mike Elko,Q28363928,Hofstra,AHC/DC/DB/LB,,AHC/DC/DB/LB,"['AHC', 'DC', 'DB', 'LB']","['2006', '2008']"
Coaching career (HC unless noted),2009–2013,Bowling Green (DC/LB),Bowling Green Falcons football,/wiki/Bowling_Green_Falcons_football,Mike Elko,Q28363928,Bowling Green,DC/LB,,DC/LB,"['DC', 'LB']","['2009', '2013']"
Coaching career (HC unless noted),2014–2016,Wake Forest (DC/S),Wake Forest Demon Deacons football,/wiki/Wake_Forest_Demon_Deacons_football,Mike Elko,Q28363928,Wake Forest,DC/S,,DC/S,"['DC', 'S']","['2014', '2016']"
Coaching career (HC unless noted),2017,Notre Dame (DC),Notre Dame Fighting Irish football,/wiki/Notre_Dame_Fighting_Irish_football,Mike Elko,Q28363928,Notre Dame,DC,,DC,['DC'],['2017']
Coaching career (HC unless noted),2018–2021,Texas A&M (DC/S),Texas A&M Aggies football,/wiki/Texas_A%26M_Aggies_football,Mike Elko,Q28363928,Texas A&M,DC/S,,DC/S,"['DC', 'S']","['2018', '2021']"
Coaching career (HC unless noted),2022–present,Duke,Duke Blue Devils football,/wiki/Duke_Blue_Devils_football,Mike Elko,Q28363928,Duke,,,HC,['HC'],"['2022', 'present']"
Coaching career (HC unless noted),2006,Central Arkansas (GA),Central Arkansas Bears football,/wiki/Central_Arkansas_Bears_football,Mike Norvell,Q16221480,Central Arkansas,GA,,GA,['GA'],['2006']
Coaching career (HC unless noted),2007–2008,Tulsa (GA/WR),Tulsa Golden Hurricane football,/wiki/Tulsa_Golden_Hurricane_football,Mike Norvell,Q16221480,Tulsa,GA/WR,,GA/WR,"['GA', 'WR']","['2007', '2008']"
Coaching career (HC unless noted),2009,Tulsa (PGC/WR),,,Mike Norvell,Q16221480,Tulsa,PGC/WR,,PGC/WR,"['PGC', 'WR']",['2009']
Coaching career (HC unless noted),2010,Tulsa (PGC/WR/DR),,,Mike Norvell,Q16221480,Tulsa,PGC/WR/DR,,PGC/WR/DR,"['PGC', 'WR', 'DR']",['2010']
Coaching career (HC unless noted),2011,Pittsburgh (co-OC/WR/DR),Pittsburgh Panthers football,/wiki/Pittsburgh_Panthers_football,Mike Norvell,Q16221480,Pittsburgh,co-OC/WR/DR,,co-OC/WR/DR,"['co-OC', 'WR', 'DR']",['2011']
Coaching career (HC unless noted),2012–2013,Arizona State (OC/QB),Arizona State Sun Devils football,/wiki/Arizona_State_Sun_Devils_football,Mike Norvell,Q16221480,Arizona State,OC/QB,,OC/QB,"['OC', 'QB']","['2012', '2013']"
Coaching career (HC unless noted),2014–2015,Arizona State (AHC/OC/QB),,,Mike Norvell,Q16221480,Arizona State,AHC/OC/QB,,AHC/OC/QB,"['AHC', 'OC', 'QB']","['2014', '2015']"
Coaching career (HC unless noted),2016–2019,Memphis,Memphis Tigers football,/wiki/Memphis_Tigers_football,Mike Norvell,Q16221480,Memphis,,,HC,['HC'],"['2016', '2019']"
Coaching career (HC unless noted),2020–present,Florida State,Florida State Seminoles football,/wiki/Florida_State_Seminoles_football,Mike Norvell,Q16221480,Florida State,,,HC,['HC'],"['2020', 'present']"
Coaching career (HC unless noted),2001–2002,Georgia Tech (GA),Georgia Tech Yellow Jackets football,/wiki/Georgia_Tech_Yellow_Jackets_football,Brent Key,Q17505164,Georgia Tech,GA,,GA,['GA'],"['2001', '2002']"
Coaching career (HC unless noted),2001–2002,Georgia Tech (GA),Graduate assistant,/wiki/Graduate_assistant,Brent Key,Q17505164,Georgia Tech,GA,,GA,['GA'],"['2001', '2002']"
Coaching career (HC unless noted),2004,Western Carolina (TE/RB),Western Carolina Catamounts football,/wiki/Western_Carolina_Catamounts_football,Brent Key,Q17505164,Western Carolina,TE/RB,,TE/RB,"['TE', 'RB']",['2004']
Coaching career (HC unless noted),2005,UCF (GA/OL),UCF Knights football,/wiki/UCF_Knights_football,Brent Key,Q17505164,UCF,GA/OL,,GA/OL,"['GA', 'OL']",['2005']
Coaching career (HC unless noted),2006–2007,UCF (TE/RC),,,Brent Key,Q17505164,UCF,TE/RC,,TE/RC,"['TE', 'RC']","['2006', '2007']"
Coaching career (HC unless noted),2008,UCF (ST/TE/RC),,,Brent Key,Q17505164,UCF,ST/TE/RC,,ST/TE/RC,"['ST', 'TE', 'RC']",['2008']
Coaching career (HC unless noted),2009–2011,UCF (OL/RC),,,Brent Key,Q17505164,UCF,OL/RC,,OL/RC,"['OL', 'RC']","['2009', '2011']"
Coaching career (HC unless noted),2012–2013,UCF (AHC/OL/RC),,,Brent Key,Q17505164,UCF,AHC/OL/RC,,AHC/OL/RC,"['AHC', 'OL', 'RC']","['2012', '2013']"
Coaching career (HC unless noted),2014–2015,UCF (AHC/OC/OL/RC),,,Brent Key,Q17505164,UCF,AHC/OC/OL/RC,,AHC/OC/OL/RC,"['AHC', 'OC', 'OL', 'RC']","['2014', '2015']"
Coaching career (HC unless noted),2016–2018,Alabama (OL),Alabama Crimson Tide football,/wiki/Alabama_Crimson_Tide_football,Brent Key,Q17505164,Alabama,OL,,OL,['OL'],"['2016', '2018']"
Coaching career (HC unless noted),2019–2022,Georgia Tech (AHC/OL/RGC),Georgia Tech Yellow Jackets football,/wiki/Georgia_Tech_Yellow_Jackets_football,Brent Key,Q17505164,Georgia Tech,AHC/OL/RGC,,AHC/OL/RGC,"['AHC', 'OL', 'RGC']","['2019', '2022']"
Coaching career (HC unless noted),2022,Georgia Tech (interim HC),,,Brent Key,Q17505164,Georgia Tech,interim HC,,interim HC,['interim HC'],['2022']
Coaching career (HC unless noted),2023–present,Georgia Tech,,,Brent Key,Q17505164,Georgia Tech,,,HC,['HC'],"['2023', 'present']"
Coaching career (HC unless noted),1998–2000,Miami (FL) (GA),Miami Hurricanes football,/wiki/Miami_Hurricanes_football,Mario Cristobal,Q6764626,Miami,FL ,GA,GA,['GA'],"['1998', '2000']"
Coaching career (HC unless noted),1998–2000,Miami (FL) (GA),Graduate assistant,/wiki/Graduate_assistant,Mario Cristobal,Q6764626,Miami,FL ,GA,GA,['GA'],"['1998', '2000']"
Coaching career (HC unless noted),2001–2002,Rutgers (OT/TE),Rutgers Scarlet Knights football,/wiki/Rutgers_Scarlet_Knights_football,Mario Cristobal,Q6764626,Rutgers,OT/TE,,OT/TE,"['OT', 'TE']","['2001', '2002']"
Coaching career (HC unless noted),2003,Rutgers (OL),,,Mario Cristobal,Q6764626,Rutgers,OL,,OL,['OL'],['2003']
Coaching career (HC unless noted),2004–2005,Miami (FL) (TE),,,Mario Cristobal,Q6764626,Miami,FL ,TE,TE,['TE'],"['2004', '2005']"
Coaching career (HC unless noted),2006,Miami (FL) (OL),,,Mario Cristobal,Q6764626,Miami,FL ,OL,OL,['OL'],['2006']
Coaching career (HC unless noted),2007–2012,FIU,FIU Panthers football,/wiki/FIU_Panthers_football,Mario Cristobal,Q6764626,FIU,,,HC,['HC'],"['2007', '2012']"
Coaching career (HC unless noted),2013–2016,Alabama (AHC/OL/RC),Alabama Crimson Tide football,/wiki/Alabama_Crimson_Tide_football,Mario Cristobal,Q6764626,Alabama,AHC/OL/RC,,AHC/OL/RC,"['AHC', 'OL', 'RC']","['2013', '2016']"
Coaching career (HC unless noted),2017,Oregon (co-OC/OL),Oregon Ducks football,/wiki/Oregon_Ducks_football,Mario Cristobal,Q6764626,Oregon,co-OC/OL,,co-OC/OL,"['co-OC', 'OL']",['2017']
Coaching career (HC unless noted),2017,Oregon (co-OC/OL),Offensive coordinator,/wiki/Offensive_coordinator,Mario Cristobal,Q6764626,Oregon,co-OC/OL,,co-OC/OL,"['co-OC', 'OL']",['2017']
Coaching career (HC unless noted),2018–2021,Oregon,,,Mario Cristobal,Q6764626,Oregon,,,HC,['HC'],"['2018', '2021']"
Coaching career (HC unless noted),2022–present,Miami (FL),,,Mario Cristobal,Q6764626,Miami,FL,,FL,['FL'],"['2022', 'present']"
Coaching career (HC unless noted),1973–1974,Florida State (student/WR),Florida State Seminoles football,/wiki/Florida_State_Seminoles_football,Mack Brown,Q13411875,Florida State,student/WR,,student/WR,"['student', 'WR']","['1973', '1974']"
Coaching career (HC unless noted),1975–1977,Southern Miss (WR),Southern Miss Golden Eagles football,/wiki/Southern_Miss_Golden_Eagles_football,Mack Brown,Q13411875,Southern Miss,WR,,WR,['WR'],"['1975', '1977']"
Coaching career (HC unless noted),1978,Memphis State (WR),Memphis Tigers football,/wiki/Memphis_Tigers_football,Mack Brown,Q13411875,Memphis State,WR,,WR,['WR'],['1978']
Coaching career (HC unless noted),1979,Iowa State (WR),Iowa State Cyclones football,/wiki/Iowa_State_Cyclones_football,Mack Brown,Q13411875,Iowa State,WR,,WR,['WR'],['1979']
Coaching career (HC unless noted),1980–1981,Iowa State (OC),Offensive coordinator,/wiki/Offensive_coordinator,Mack Brown,Q13411875,Iowa State,OC,,OC,['OC'],"['1980', '1981']"
Coaching career (HC unless noted),1982,LSU (OC/QB),LSU Tigers football,/wiki/LSU_Tigers_football,Mack Brown,Q13411875,LSU,OC/QB,,OC/QB,"['OC', 'QB']",['1982']
Coaching career (HC unless noted),1983,Appalachian State,Appalachian State Mountaineers football,/wiki/Appalachian_State_Mountaineers_football,Mack Brown,Q13411875,Appalachian State,,,HC,['HC'],['1983']
Coaching career (HC unless noted),1984,Oklahoma (OC),Oklahoma Sooners football,/wiki/Oklahoma_Sooners_football,Mack Brown,Q13411875,Oklahoma,OC,,OC,['OC'],['1984']
Coaching career (HC unless noted),1985–1987,Tulane,Tulane Green Wave football,/wiki/Tulane_Green_Wave_football,Mack Brown,Q13411875,Tulane,,,HC,['HC'],"['1985', '1987']"
Coaching career (HC unless noted),1988–1997,North Carolina,North Carolina Tar Heels football,/wiki/North_Carolina_Tar_Heels_football,Mack Brown,Q13411875,North Carolina,,,HC,['HC'],"['1988', '1997']"
Coaching career (HC unless noted),1998–2013,Texas,Texas Longhorns football,/wiki/Texas_Longhorns_football,Mack Brown,Q13411875,Texas,,,HC,['HC'],"['1998', '2013']"
Coaching career (HC unless noted),2019–present,North Carolina,,,Mack Brown,Q13411875,North Carolina,,,HC,['HC'],"['2019', 'present']"
Coaching career (HC unless noted),1994,Shawnee Mission HS (KS) (WR/DL),Shawnee Mission Northwest High School,/wiki/Shawnee_Mission_Northwest_High_School,Dave Doeren,Q5228671,Shawnee Mission HS,KS ,WR/DL,WR/DL,"['WR', 'DL']",['1994']
Coaching career (HC unless noted),1995–1996,Drake (LB),Drake Bulldogs football,/wiki/Drake_Bulldogs_football,Dave Doeren,Q5228671,Drake,LB,,LB,['LB'],"['1995', '1996']"
Coaching career (HC unless noted),1997,Drake (DC/LB),Defensive coordinator,/wiki/Defensive_coordinator,Dave Doeren,Q5228671,Drake,DC/LB,,DC/LB,"['DC', 'LB']",['1997']
Coaching career (HC unless noted),1998–1999,USC (GA),USC Trojans football,/wiki/USC_Trojans_football,Dave Doeren,Q5228671,USC,GA,,GA,['GA'],"['1998', '1999']"
Coaching career (HC unless noted),1998–1999,USC (GA),Graduate assistant,/wiki/Graduate_assistant,Dave Doeren,Q5228671,USC,GA,,GA,['GA'],"['1998', '1999']"
Coaching career (HC unless noted),2000–2001,Montana (DB),Montana Grizzlies football,/wiki/Montana_Grizzlies_football,Dave Doeren,Q5228671,Montana,DB,,DB,['DB'],"['2000', '2001']"
Coaching career (HC unless noted),2002–2004,Kansas (LB/RC),Kansas Jayhawks football,/wiki/Kansas_Jayhawks_football,Dave Doeren,Q5228671,Kansas,LB/RC,,LB/RC,"['LB', 'RC']","['2002', '2004']"
Coaching career (HC unless noted),2005,Kansas (co-DC/LB),,,Dave Doeren,Q5228671,Kansas,co-DC/LB,,co-DC/LB,"['co-DC', 'LB']",['2005']
Coaching career (HC unless noted),2006–2007,Wisconsin (co-DC/LB/RC),Wisconsin Badgers football,/wiki/Wisconsin_Badgers_football,Dave Doeren,Q5228671,Wisconsin,co-DC/LB/RC,,co-DC/LB/RC,"['co-DC', 'LB', 'RC']","['2006', '2007']"
Coaching career (HC unless noted),2008–2010,Wisconsin (DC/LB),,,Dave Doeren,Q5228671,Wisconsin,DC/LB,,DC/LB,"['DC', 'LB']","['2008', '2010']"
Coaching career (HC unless noted),2011–2012,Northern Illinois,Northern Illinois Huskies football,/wiki/Northern_Illinois_Huskies_football,Dave Doeren,Q5228671,Northern Illinois,,,HC,['HC'],"['2011', '2012']"
Coaching career (HC unless noted),2013–present,NC State,NC State Wolfpack football,/wiki/NC_State_Wolfpack_football,Dave Doeren,Q5228671,NC State,,,HC,['HC'],"['2013', 'present']"
Coaching career (HC unless noted),1990–1991,Miami (OH) (GA),Miami RedHawks football,/wiki/Miami_RedHawks_football,Pat Narduzzi,Q7143830,Miami,OH ,GA,GA,['GA'],"['1990', '1991']"
Coaching career (HC unless noted),1990–1991,Miami (OH) (GA),Graduate assistant,/wiki/Graduate_assistant,Pat Narduzzi,Q7143830,Miami,OH ,GA,GA,['GA'],"['1990', '1991']"
Coaching career (HC unless noted),1992,Miami (OH) (WR),,,Pat Narduzzi,Q7143830,Miami,OH ,WR,WR,['WR'],['1992']
Coaching career (HC unless noted),1993–1997,Rhode Island (LB),,,Pat Narduzzi,Q7143830,Rhode Island,LB,,LB,['LB'],"['1993', '1997']"
Coaching career (HC unless noted),1998–1999,Rhode Island (DC),Defensive coordinator,/wiki/Defensive_coordinator,Pat Narduzzi,Q7143830,Rhode Island,DC,,DC,['DC'],"['1998', '1999']"
Coaching career (HC unless noted),2000–2002,Northern Illinois (LB),Northern Illinois Huskies football,/wiki/Northern_Illinois_Huskies_football,Pat Narduzzi,Q7143830,Northern Illinois,LB,,LB,['LB'],"['2000', '2002']"
Coaching career (HC unless noted),2003,Miami (OH) (DC),,,Pat Narduzzi,Q7143830,Miami,OH ,DC,DC,['DC'],['2003']
Coaching career (HC unless noted),2004–2006,Cincinnati (DC),Cincinnati Bearcats football,/wiki/Cincinnati_Bearcats_football,Pat Narduzzi,Q7143830,Cincinnati,DC,,DC,['DC'],"['2004', '2006']"
Coaching career (HC unless noted),2007–2014,Michigan State (DC),Michigan State Spartans football,/wiki/Michigan_State_Spartans_football,Pat Narduzzi,Q7143830,Michigan State,DC,,DC,['DC'],"['2007', '2014']"
Coaching career (HC unless noted),2015–present,Pittsburgh,Pittsburgh Panthers football,/wiki/Pittsburgh_Panthers_football,Pat Narduzzi,Q7143830,Pittsburgh,,,HC,['HC'],"['2015', 'present']"
Coaching career (HC unless noted),1984,Hawaii (GA),Hawaii Rainbow Warriors football,/wiki/Hawaii_Rainbow_Warriors_football,Dino Babers,Q5278486,Hawaii,GA,,GA,['GA'],['1984']
Coaching career (HC unless noted),1984,Hawaii (GA),Graduate assistant,/wiki/Graduate_assistant,Dino Babers,Q5278486,Hawaii,GA,,GA,['GA'],['1984']
Coaching career (HC unless noted),1985,Arizona State (GA),Arizona State Sun Devils football,/wiki/Arizona_State_Sun_Devils_football,Dino Babers,Q5278486,Arizona State,GA,,GA,['GA'],['1985']
Coaching career (HC unless noted),1987,Eastern Illinois (RB),Eastern Illinois Panthers football,/wiki/Eastern_Illinois_Panthers_football,Dino Babers,Q5278486,Eastern Illinois,RB,,RB,['RB'],['1987']
Coaching career (HC unless noted),1988–1989,UNLV (ST/RB),UNLV Rebels football,/wiki/UNLV_Rebels_football,Dino Babers,Q5278486,UNLV,ST/RB,,ST/RB,"['ST', 'RB']","['1988', '1989']"
Coaching career (HC unless noted),1990,Northern Arizona (ST/DB),Northern Arizona Lumberjacks football,/wiki/Northern_Arizona_Lumberjacks_football,Dino Babers,Q5278486,Northern Arizona,ST/DB,,ST/DB,"['ST', 'DB']",['1990']
Coaching career (HC unless noted),1991–1993,Purdue (WR)[2],Purdue Boilermakers football,/wiki/Purdue_Boilermakers_football,Dino Babers,Q5278486,Purdue,WR[2],,WR[2],['WR[2]'],"['1991', '1993']"
Coaching career (HC unless noted),1991–1993,Purdue (WR)[2],,#cite_note-2,Dino Babers,Q5278486,Purdue,WR[2],,WR[2],['WR[2]'],"['1991', '1993']"
Coaching career (HC unless noted),1994,San Diego State (WR),San Diego State Aztecs football,/wiki/San_Diego_State_Aztecs_football,Dino Babers,Q5278486,San Diego State,WR,,WR,['WR'],['1994']
Coaching career (HC unless noted),1995–1996,Arizona (WR),Arizona Wildcats football,/wiki/Arizona_Wildcats_football,Dino Babers,Q5278486,Arizona,WR,,WR,['WR'],"['1995', '1996']"
Coaching career (HC unless noted),1997,Arizona (RB),,,Dino Babers,Q5278486,Arizona,RB,,RB,['RB'],['1997']
Coaching career (HC unless noted),1998–2000,Arizona (OC/QB),Offensive coordinator,/wiki/Offensive_coordinator,Dino Babers,Q5278486,Arizona,OC/QB,,OC/QB,"['OC', 'QB']","['1998', '2000']"
Coaching career (HC unless noted),2001–2002,Texas A&M (OC/QB),Texas A&M Aggies football,/wiki/Texas_A%26M_Aggies_football,Dino Babers,Q5278486,Texas A&M,OC/QB,,OC/QB,"['OC', 'QB']","['2001', '2002']"
Coaching career (HC unless noted),2003,Pittsburgh (RB),Pittsburgh Panthers football,/wiki/Pittsburgh_Panthers_football,Dino Babers,Q5278486,Pittsburgh,RB,,RB,['RB'],['2003']
Coaching career (HC unless noted),2004–2005,UCLA (WR),UCLA Bruins football,/wiki/UCLA_Bruins_football,Dino Babers,Q5278486,UCLA,WR,,WR,['WR'],"['2004', '2005']"
Coaching career (HC unless noted),2006,UCLA (RB),,,Dino Babers,Q5278486,UCLA,RB,,RB,['RB'],['2006']
Coaching career (HC unless noted),2007,UCLA (AHC/RB),,,Dino Babers,Q5278486,UCLA,AHC/RB,,AHC/RB,"['AHC', 'RB']",['2007']
Coaching career (HC unless noted),2008,Baylor (WR/RC),Baylor Bears football,/wiki/Baylor_Bears_football,Dino Babers,Q5278486,Baylor,WR/RC,,WR/RC,"['WR', 'RC']",['2008']
Coaching career (HC unless noted),2009–2011,Baylor (ST/WR),,,Dino Babers,Q5278486,Baylor,ST/WR,,ST/WR,"['ST', 'WR']","['2009', '2011']"
Coaching career (HC unless noted),2012–2013,Eastern Illinois,,,Dino Babers,Q5278486,Eastern Illinois,,,HC,['HC'],"['2012', '2013']"
Coaching career (HC unless noted),2014–2015,Bowling Green,Bowling Green Falcons football,/wiki/Bowling_Green_Falcons_football,Dino Babers,Q5278486,Bowling Green,,,HC,['HC'],"['2014', '2015']"
Coaching career (HC unless noted),2016–present,Syracuse,Syracuse Orange football,/wiki/Syracuse_Orange_football,Dino Babers,Q5278486,Syracuse,,,HC,['HC'],"['2016', 'present']"
Coaching career (HC unless noted),2006–2007,South Carolina State (WR),South Carolina State Bulldogs football,/wiki/South_Carolina_State_Bulldogs_football,Tony Elliott,Q7822742,South Carolina State,WR,,WR,['WR'],"['2006', '2007']"
Coaching career (HC unless noted),2008–2010,Furman (WR),Furman Paladins football,/wiki/Furman_Paladins_football,Tony Elliott,Q7822742,Furman,WR,,WR,['WR'],"['2008', '2010']"
