,i_header,i_label,i_data,title,link,coach_name,id
5,Playing career,1995–1998,Penn,Penn Quakers football,/wiki/Penn_Quakers_football,Mike Elko,Q28363928
6,Playing career,Position(s),Safety,Safety (gridiron football position),/wiki/Safety_(gridiron_football_position),Mike Elko,Q28363928
7,Coaching career (HC unless noted),1999,Stony Brook (GA/ILB),Stony Brook Seawolves football,/wiki/Stony_Brook_Seawolves_football,Mike Elko,Q28363928
8,Coaching career (HC unless noted),1999,Stony Brook (GA/ILB),Graduate assistant,/wiki/Graduate_assistant,Mike Elko,Q28363928
9,Coaching career (HC unless noted),2000,Penn (DB),Penn Quakers football,/wiki/Penn_Quakers_football,Mike Elko,Q28363928
10,Coaching career (HC unless noted),2001,Merchant Marine (DC/DB),Merchant Marine Mariners football,/wiki/Merchant_Marine_Mariners_football,Mike Elko,Q28363928
11,Coaching career (HC unless noted),2001,Merchant Marine (DC/DB),Defensive coordinator,/wiki/Defensive_coordinator,Mike Elko,Q28363928
12,Coaching career (HC unless noted),2002–2003,Fordham (co-DC / LB),Fordham Rams football,/wiki/Fordham_Rams_football,Mike Elko,Q28363928
13,Coaching career (HC unless noted),2004–2005,Richmond (LB/RC),Richmond Spiders football,/wiki/Richmond_Spiders_football,Mike Elko,Q28363928
14,Coaching career (HC unless noted),2006–2008,Hofstra (AHC/DC/DB/LB),Hofstra Pride football,/wiki/Hofstra_Pride_football,Mike Elko,Q28363928
15,Coaching career (HC unless noted),2009–2013,Bowling Green (DC/LB),Bowling Green Falcons football,/wiki/Bowling_Green_Falcons_football,Mike Elko,Q28363928
16,Coaching career (HC unless noted),2014–2016,Wake Forest (DC/S),Wake Forest Demon Deacons football,/wiki/Wake_Forest_Demon_Deacons_football,Mike Elko,Q28363928
17,Coaching career (HC unless noted),2017,Notre Dame (DC),Notre Dame Fighting Irish football,/wiki/Notre_Dame_Fighting_Irish_football,Mike Elko,Q28363928
18,Coaching career (HC unless noted),2018–2021,Texas A&M (DC/S),Texas A&M Aggies football,/wiki/Texas_A%26M_Aggies_football,Mike Elko,Q28363928
19,Coaching career (HC unless noted),2022–present,Duke,Duke Blue Devils football,/wiki/Duke_Blue_Devils_football,Mike Elko,Q28363928
5,Biographical details,Born," (1981-10-11) October 11, 1981 (age 41)Irving, Texas, U.S.","Irving, Texas","/wiki/Irving,_Texas",Mike Norvell,Q16221480
6,Playing career,2000,Louisiana Tech,Louisiana Tech Bulldogs football,/wiki/Louisiana_Tech_Bulldogs_football,Mike Norvell,Q16221480
7,Playing career,2001–2005,Central Arkansas,Central Arkansas Bears football,/wiki/Central_Arkansas_Bears_football,Mike Norvell,Q16221480
8,Playing career,Position(s),Wide receiver,Wide receiver,/wiki/Wide_receiver,Mike Norvell,Q16221480
9,Coaching career (HC unless noted),2006,Central Arkansas (GA),Central Arkansas Bears football,/wiki/Central_Arkansas_Bears_football,Mike Norvell,Q16221480
10,Coaching career (HC unless noted),2007–2008,Tulsa (GA/WR),Tulsa Golden Hurricane football,/wiki/Tulsa_Golden_Hurricane_football,Mike Norvell,Q16221480
11,Coaching career (HC unless noted),2009,Tulsa (PGC/WR),,,Mike Norvell,Q16221480
12,Coaching career (HC unless noted),2010,Tulsa (PGC/WR/DR),,,Mike Norvell,Q16221480
13,Coaching career (HC unless noted),2011,Pittsburgh (co-OC/WR/DR),Pittsburgh Panthers football,/wiki/Pittsburgh_Panthers_football,Mike Norvell,Q16221480
14,Coaching career (HC unless noted),2012–2013,Arizona State (OC/QB),Arizona State Sun Devils football,/wiki/Arizona_State_Sun_Devils_football,Mike Norvell,Q16221480
15,Coaching career (HC unless noted),2014–2015,Arizona State (AHC/OC/QB),,,Mike Norvell,Q16221480
16,Coaching career (HC unless noted),2016–2019,Memphis,Memphis Tigers football,/wiki/Memphis_Tigers_football,Mike Norvell,Q16221480
17,Coaching career (HC unless noted),2020–present,Florida State,Florida State Seminoles football,/wiki/Florida_State_Seminoles_football,Mike Norvell,Q16221480
6,Biographical details,Born," (1978-08-01) August 1, 1978 (age 45)Birmingham, Alabama, U.S.","Birmingham, Alabama","/wiki/Birmingham,_Alabama",Brent Key,Q17505164
7,Playing career,1997–2000,Georgia Tech,Georgia Tech Yellow Jackets football,/wiki/Georgia_Tech_Yellow_Jackets_football,Brent Key,Q17505164
8,Playing career,Position(s),Right guard,Guard (gridiron football),/wiki/Guard_(gridiron_football),Brent Key,Q17505164
9,Coaching career (HC unless noted),2001–2002,Georgia Tech (GA),Georgia Tech Yellow Jackets football,/wiki/Georgia_Tech_Yellow_Jackets_football,Brent Key,Q17505164
10,Coaching career (HC unless noted),2001–2002,Georgia Tech (GA),Graduate assistant,/wiki/Graduate_assistant,Brent Key,Q17505164
11,Coaching career (HC unless noted),2004,Western Carolina (TE/RB),Western Carolina Catamounts football,/wiki/Western_Carolina_Catamounts_football,Brent Key,Q17505164
12,Coaching career (HC unless noted),2005,UCF (GA/OL),UCF Knights football,/wiki/UCF_Knights_football,Brent Key,Q17505164
13,Coaching career (HC unless noted),2006–2007,UCF (TE/RC),,,Brent Key,Q17505164
14,Coaching career (HC unless noted),2008,UCF (ST/TE/RC),,,Brent Key,Q17505164
15,Coaching career (HC unless noted),2009–2011,UCF (OL/RC),,,Brent Key,Q17505164
16,Coaching career (HC unless noted),2012–2013,UCF (AHC/OL/RC),,,Brent Key,Q17505164
17,Coaching career (HC unless noted),2014–2015,UCF (AHC/OC/OL/RC),,,Brent Key,Q17505164
18,Coaching career (HC unless noted),2016–2018,Alabama (OL),Alabama Crimson Tide football,/wiki/Alabama_Crimson_Tide_football,Brent Key,Q17505164
19,Coaching career (HC unless noted),2019–2022,Georgia Tech (AHC/OL/RGC),Georgia Tech Yellow Jackets football,/wiki/Georgia_Tech_Yellow_Jackets_football,Brent Key,Q17505164
20,Coaching career (HC unless noted),2022,Georgia Tech (interim HC),,,Brent Key,Q17505164
21,Coaching career (HC unless noted),2023–present,Georgia Tech,,,Brent Key,Q17505164
1,Personal information,Born:," (1971-04-24) April 24, 1971 (age 52)Louisville, Kentucky, U.S.","Louisville, Kentucky","/wiki/Louisville,_Kentucky",Jeff Brohm,Q3176437
4,Career information,High school:,Louisville (KY) Trinity,Trinity High School (Louisville),/wiki/Trinity_High_School_(Louisville),Jeff Brohm,Q3176437
5,Career information,College:,Louisville,Louisville Cardinals football,/wiki/Louisville_Cardinals_football,Jeff Brohm,Q3176437
6,Career information,Undrafted:,1994,1994 NFL Draft,/wiki/1994_NFL_Draft#Notable_undrafted_players,Jeff Brohm,Q3176437
5,Biographical details,Born," (1970-09-24) September 24, 1970 (age 52)Miami, Florida, U.S.",Miami,/wiki/Miami,Mario Cristobal,Q6764626
6,Playing career,1989–1992,Miami (FL),Miami Hurricanes football,/wiki/Miami_Hurricanes_football,Mario Cristobal,Q6764626
7,Playing career,1995–1996,Amsterdam Admirals,Amsterdam Admirals,/wiki/Amsterdam_Admirals,Mario Cristobal,Q6764626
8,Playing career,Position(s),Offensive tackle,Offensive tackle,/wiki/Offensive_tackle,Mario Cristobal,Q6764626
9,Coaching career (HC unless noted),1998–2000,Miami (FL) (GA),Miami Hurricanes football,/wiki/Miami_Hurricanes_football,Mario Cristobal,Q6764626
10,Coaching career (HC unless noted),1998–2000,Miami (FL) (GA),Graduate assistant,/wiki/Graduate_assistant,Mario Cristobal,Q6764626
11,Coaching career (HC unless noted),2001–2002,Rutgers (OT/TE),Rutgers Scarlet Knights football,/wiki/Rutgers_Scarlet_Knights_football,Mario Cristobal,Q6764626
12,Coaching career (HC unless noted),2003,Rutgers (OL),,,Mario Cristobal,Q6764626
13,Coaching career (HC unless noted),2004–2005,Miami (FL) (TE),,,Mario Cristobal,Q6764626
14,Coaching career (HC unless noted),2006,Miami (FL) (OL),,,Mario Cristobal,Q6764626
15,Coaching career (HC unless noted),2007–2012,FIU,FIU Panthers football,/wiki/FIU_Panthers_football,Mario Cristobal,Q6764626
16,Coaching career (HC unless noted),2013–2016,Alabama (AHC/OL/RC),Alabama Crimson Tide football,/wiki/Alabama_Crimson_Tide_football,Mario Cristobal,Q6764626
17,Coaching career (HC unless noted),2017,Oregon (co-OC/OL),Oregon Ducks football,/wiki/Oregon_Ducks_football,Mario Cristobal,Q6764626
18,Coaching career (HC unless noted),2017,Oregon (co-OC/OL),Offensive coordinator,/wiki/Offensive_coordinator,Mario Cristobal,Q6764626
19,Coaching career (HC unless noted),2018–2021,Oregon,,,Mario Cristobal,Q6764626
20,Coaching career (HC unless noted),2022–present,Miami (FL),,,Mario Cristobal,Q6764626
5,Biographical details,Born," (1951-08-27) August 27, 1951 (age 72)Cookeville, Tennessee, U.S.","Cookeville, Tennessee","/wiki/Cookeville,_Tennessee",Mack Brown,Q13411875
6,Playing career,1969–1970,Vanderbilt,Vanderbilt Commodores football,/wiki/Vanderbilt_Commodores_football,Mack Brown,Q13411875
7,Playing career,1972–1973,Florida State,Florida State Seminoles football,/wiki/Florida_State_Seminoles_football,Mack Brown,Q13411875
8,Playing career,Position(s),Running back,Running back,/wiki/Running_back,Mack Brown,Q13411875
9,Coaching career (HC unless noted),1973–1974,Florida State (student/WR),Florida State Seminoles football,/wiki/Florida_State_Seminoles_football,Mack Brown,Q13411875
10,Coaching career (HC unless noted),1975–1977,Southern Miss (WR),Southern Miss Golden Eagles football,/wiki/Southern_Miss_Golden_Eagles_football,Mack Brown,Q13411875
11,Coaching career (HC unless noted),1978,Memphis State (WR),Memphis Tigers football,/wiki/Memphis_Tigers_football,Mack Brown,Q13411875
12,Coaching career (HC unless noted),1979,Iowa State (WR),Iowa State Cyclones football,/wiki/Iowa_State_Cyclones_football,Mack Brown,Q13411875
13,Coaching career (HC unless noted),1980–1981,Iowa State (OC),Offensive coordinator,/wiki/Offensive_coordinator,Mack Brown,Q13411875
14,Coaching career (HC unless noted),1982,LSU (OC/QB),LSU Tigers football,/wiki/LSU_Tigers_football,Mack Brown,Q13411875
15,Coaching career (HC unless noted),1983,Appalachian State,Appalachian State Mountaineers football,/wiki/Appalachian_State_Mountaineers_football,Mack Brown,Q13411875
16,Coaching career (HC unless noted),1984,Oklahoma (OC),Oklahoma Sooners football,/wiki/Oklahoma_Sooners_football,Mack Brown,Q13411875
17,Coaching career (HC unless noted),1985–1987,Tulane,Tulane Green Wave football,/wiki/Tulane_Green_Wave_football,Mack Brown,Q13411875
18,Coaching career (HC unless noted),1988–1997,North Carolina,North Carolina Tar Heels football,/wiki/North_Carolina_Tar_Heels_football,Mack Brown,Q13411875
19,Coaching career (HC unless noted),1998–2013,Texas,Texas Longhorns football,/wiki/Texas_Longhorns_football,Mack Brown,Q13411875
20,Coaching career (HC unless noted),2019–present,North Carolina,,,Mack Brown,Q13411875
21,Administrative career (AD unless noted),1985–1988,Tulane,Tulane Green Wave,/wiki/Tulane_Green_Wave,Mack Brown,Q13411875
5,Biographical details,Born," (1971-12-03) December 3, 1971 (age 51)San Diego, California, U.S.","San Diego, California","/wiki/San_Diego,_California",Dave Doeren,Q5228671
6,Biographical details,Alma mater,"
Bishop Miege High School
Drake University
",Bishop Miege High School,/wiki/Bishop_Miege_High_School,Dave Doeren,Q5228671
7,Biographical details,Alma mater,"
Bishop Miege High School
Drake University
",Drake University,/wiki/Drake_University,Dave Doeren,Q5228671
8,Playing career,1990–1993,Drake,Drake Bulldogs football,/wiki/Drake_Bulldogs_football,Dave Doeren,Q5228671
9,Playing career,Position(s),Tight end,Tight end,/wiki/Tight_end,Dave Doeren,Q5228671
10,Coaching career (HC unless noted),1994,Shawnee Mission HS (KS) (WR/DL),Shawnee Mission Northwest High School,/wiki/Shawnee_Mission_Northwest_High_School,Dave Doeren,Q5228671
11,Coaching career (HC unless noted),1995–1996,Drake (LB),Drake Bulldogs football,/wiki/Drake_Bulldogs_football,Dave Doeren,Q5228671
12,Coaching career (HC unless noted),1997,Drake (DC/LB),Defensive coordinator,/wiki/Defensive_coordinator,Dave Doeren,Q5228671
13,Coaching career (HC unless noted),1998–1999,USC (GA),USC Trojans football,/wiki/USC_Trojans_football,Dave Doeren,Q5228671
14,Coaching career (HC unless noted),1998–1999,USC (GA),Graduate assistant,/wiki/Graduate_assistant,Dave Doeren,Q5228671
15,Coaching career (HC unless noted),2000–2001,Montana (DB),Montana Grizzlies football,/wiki/Montana_Grizzlies_football,Dave Doeren,Q5228671
16,Coaching career (HC unless noted),2002–2004,Kansas (LB/RC),Kansas Jayhawks football,/wiki/Kansas_Jayhawks_football,Dave Doeren,Q5228671
17,Coaching career (HC unless noted),2005,Kansas (co-DC/LB),,,Dave Doeren,Q5228671
18,Coaching career (HC unless noted),2006–2007,Wisconsin (co-DC/LB/RC),Wisconsin Badgers football,/wiki/Wisconsin_Badgers_football,Dave Doeren,Q5228671
19,Coaching career (HC unless noted),2008–2010,Wisconsin (DC/LB),,,Dave Doeren,Q5228671
20,Coaching career (HC unless noted),2011–2012,Northern Illinois,Northern Illinois Huskies football,/wiki/Northern_Illinois_Huskies_football,Dave Doeren,Q5228671
21,Coaching career (HC unless noted),2013–present,NC State,NC State Wolfpack football,/wiki/NC_State_Wolfpack_football,Dave Doeren,Q5228671
5,Biographical details,Born," (1966-04-22) April 22, 1966 (age 57)New Haven, Connecticut, U.S.","New Haven, Connecticut","/wiki/New_Haven,_Connecticut",Pat Narduzzi,Q7143830
6,Playing career,1985,Youngstown State,Youngstown State Penguins football,/wiki/Youngstown_State_Penguins_football,Pat Narduzzi,Q7143830
7,Playing career,1987–1989,Rhode Island,Rhode Island Rams football,/wiki/Rhode_Island_Rams_football,Pat Narduzzi,Q7143830
8,Playing career,Position(s),Linebacker,Linebacker,/wiki/Linebacker,Pat Narduzzi,Q7143830
9,Coaching career (HC unless noted),1990–1991,Miami (OH) (GA),Miami RedHawks football,/wiki/Miami_RedHawks_football,Pat Narduzzi,Q7143830
10,Coaching career (HC unless noted),1990–1991,Miami (OH) (GA),Graduate assistant,/wiki/Graduate_assistant,Pat Narduzzi,Q7143830
11,Coaching career (HC unless noted),1992,Miami (OH) (WR),,,Pat Narduzzi,Q7143830
12,Coaching career (HC unless noted),1993–1997,Rhode Island (LB),,,Pat Narduzzi,Q7143830
13,Coaching career (HC unless noted),1998–1999,Rhode Island (DC),Defensive coordinator,/wiki/Defensive_coordinator,Pat Narduzzi,Q7143830
14,Coaching career (HC unless noted),2000–2002,Northern Illinois (LB),Northern Illinois Huskies football,/wiki/Northern_Illinois_Huskies_football,Pat Narduzzi,Q7143830
15,Coaching career (HC unless noted),2003,Miami (OH) (DC),,,Pat Narduzzi,Q7143830
16,Coaching career (HC unless noted),2004–2006,Cincinnati (DC),Cincinnati Bearcats football,/wiki/Cincinnati_Bearcats_football,Pat Narduzzi,Q7143830
17,Coaching career (HC unless noted),2007–2014,Michigan State (DC),Michigan State Spartans football,/wiki/Michigan_State_Spartans_football,Pat Narduzzi,Q7143830
18,Coaching career (HC unless noted),2015–present,Pittsburgh,Pittsburgh Panthers football,/wiki/Pittsburgh_Panthers_football,Pat Narduzzi,Q7143830
5,Biographical details,Born," (1961-07-19) July 19, 1961 (age 62)Honolulu, Hawaii, U.S.",Honolulu,/wiki/Honolulu,Dino Babers,Q5278486
6,Playing career,1979–1983,Hawaii,Hawaii Rainbow Warriors football,/wiki/Hawaii_Rainbow_Warriors_football,Dino Babers,Q5278486
7,Playing career,Position(s),"Running back, defensive back",Running back,/wiki/Running_back,Dino Babers,Q5278486
8,Playing career,Position(s),"Running back, defensive back",Defensive back,/wiki/Defensive_back,Dino Babers,Q5278486
9,Coaching career (HC unless noted),1984,Hawaii (GA),Hawaii Rainbow Warriors football,/wiki/Hawaii_Rainbow_Warriors_football,Dino Babers,Q5278486
10,Coaching career (HC unless noted),1984,Hawaii (GA),Graduate assistant,/wiki/Graduate_assistant,Dino Babers,Q5278486
11,Coaching career (HC unless noted),1985,Arizona State (GA),Arizona State Sun Devils football,/wiki/Arizona_State_Sun_Devils_football,Dino Babers,Q5278486
12,Coaching career (HC unless noted),1987,Eastern Illinois (RB),Eastern Illinois Panthers football,/wiki/Eastern_Illinois_Panthers_football,Dino Babers,Q5278486
13,Coaching career (HC unless noted),1988–1989,UNLV (ST/RB),UNLV Rebels football,/wiki/UNLV_Rebels_football,Dino Babers,Q5278486
14,Coaching career (HC unless noted),1990,Northern Arizona (ST/DB),Northern Arizona Lumberjacks football,/wiki/Northern_Arizona_Lumberjacks_football,Dino Babers,Q5278486
15,Coaching career (HC unless noted),1991–1993,Purdue (WR)[2],Purdue Boilermakers football,/wiki/Purdue_Boilermakers_football,Dino Babers,Q5278486
16,Coaching career (HC unless noted),1991–1993,Purdue (WR)[2],,#cite_note-2,Dino Babers,Q5278486
17,Coaching career (HC unless noted),1994,San Diego State (WR),San Diego State Aztecs football,/wiki/San_Diego_State_Aztecs_football,Dino Babers,Q5278486
18,Coaching career (HC unless noted),1995–1996,Arizona (WR),Arizona Wildcats football,/wiki/Arizona_Wildcats_football,Dino Babers,Q5278486
19,Coaching career (HC unless noted),1997,Arizona (RB),,,Dino Babers,Q5278486
20,Coaching career (HC unless noted),1998–2000,Arizona (OC/QB),Offensive coordinator,/wiki/Offensive_coordinator,Dino Babers,Q5278486
21,Coaching career (HC unless noted),2001–2002,Texas A&M (OC/QB),Texas A&M Aggies football,/wiki/Texas_A%26M_Aggies_football,Dino Babers,Q5278486
22,Coaching career (HC unless noted),2003,Pittsburgh (RB),Pittsburgh Panthers football,/wiki/Pittsburgh_Panthers_football,Dino Babers,Q5278486
23,Coaching career (HC unless noted),2004–2005,UCLA (WR),UCLA Bruins football,/wiki/UCLA_Bruins_football,Dino Babers,Q5278486
24,Coaching career (HC unless noted),2006,UCLA (RB),,,Dino Babers,Q5278486
25,Coaching career (HC unless noted),2007,UCLA (AHC/RB),,,Dino Babers,Q5278486
26,Coaching career (HC unless noted),2008,Baylor (WR/RC),Baylor Bears football,/wiki/Baylor_Bears_football,Dino Babers,Q5278486
27,Coaching career (HC unless noted),2009–2011,Baylor (ST/WR),,,Dino Babers,Q5278486
28,Coaching career (HC unless noted),2012–2013,Eastern Illinois,,,Dino Babers,Q5278486
29,Coaching career (HC unless noted),2014–2015,Bowling Green,Bowling Green Falcons football,/wiki/Bowling_Green_Falcons_football,Dino Babers,Q5278486
30,Coaching career (HC unless noted),2016–present,Syracuse,Syracuse Orange football,/wiki/Syracuse_Orange_football,Dino Babers,Q5278486
